,category,sub_category,crimeaditionalinfo
710,Online and Social Media Related Crime,Online Matrimonial Fraud,"Hello, I was looking for a bride on a matrimony website and a girl named Simran contacted me. She asked for money to help her with a family emergency. I sent her Rs 35,000, but now I feel cheated. Please investigate this case."
971,Cyber Terrorism,Cyber Terrorism,I was contacted by a fake loan company that promised quick cash. Now they are harassing me for repayment and have threatened to contact my family. Please assist me in this matter.
313,Online and Social Media Related Crime,EMail Phishing,"I received a call from someone claiming to be from a tech support team, asking for my computer access. I didn’t give them anything, but I’m worried. Please help!"
126,Ransomware,Ransomware,"Maine ek suspicious link par click kiya aur ab mere saare data encrypt ho gaye hain. Ransomware ne mujhe bitcoin mein payment karne ko bola hai. Main bahut pareshan hoon, please help!"
1376,Online Gambling  Betting,Online Gambling  Betting,Kisi ne mujhe contact kiya aur bola ki main sports par betting karke paise jeet sakta hoon. Unhone mere bank details maange. Ye scam lagta hai!
646,Hacking  Damage to computercomputer system etc,Website DefacementHacking,Mera website https://mybusiness.com kisi ne hack kar liya hai. Usne mera content copy karke fake website bana di hai. Please help me.
487,Online and Social Media Related Crime,Impersonating Email,"Mujhe ek WhatsApp message aaya tha jisme kisi ne mere boss ka naam use kiya tha. Usne mujhe bola ki mujhe paise bhejne hain. Maine kuch nahi kiya, lekin mujhe dar hai ki ye aur logon ke saath ho raha hoga."
1149,Hacking  Damage to computercomputer system etc,Email Hacking,Mera email id kisi ne hack kar liya hai aur ab mujhe apne bank account ka access nahi mil raha. Koi unknown person mere email se paise transfer kar raha hai. Please help.
349,Online and Social Media Related Crime,EMail Phishing,"I got a message on Facebook from someone claiming to be a charity, asking for donations. They asked for my email and bank details. I feel it’s a scam."
149,Ransomware,Ransomware,"Mere laptop par ek ransomware virus aaya hai, sabhi files ab .encrypted format mein hain. Mujhe bahut zaroori data chahiye, lekin main unhe access nahi kar pa raha hoon. Kya aap meri madad kar sakte hain?"
603,Hacking  Damage to computercomputer system etc,Website DefacementHacking,Mera website https://mywebsite.com hack ho gaya hai. Kisi ne meri website ka content copy karke fake website bana di hai. Please help me in this matter.
1179,Hacking  Damage to computercomputer system etc,Email Hacking,"Mujhe ek ajeeb email mila hai apne hi account se, aur mujhe lagta hai ki mera account hack ho gaya hai. Kripya meri madad karein isse recover karne mein."
84,Report Unlawful Content,Against Interest of sovereignty or integrity of India,There is a TikTok account that is regularly posting content against the sovereignty of India. They are promoting separatist ideologies and need to be reported. Kindly take action.
949,Cyber Terrorism,Cyber Terrorism,"Mujhe ek call aayi thi jisme unhone kaha ki main ek prize jeeta hoon, lekin mujhe pehle fees deni padegi. Jab maine mana kiya, toh unhone mujhe dhamki di. Please meri madad karein!"
751,Online and Social Media Related Crime,Online Matrimonial Fraud,"Sir, I was looking for a bride on a matrimonial app and met a girl named Priya. She asked me to send her money for a visa. I sent her Rs. 20,000, but now she is not responding. I suspect it's a fraud. Please take action."
175,Ransomware,Ransomware,"I was working on my laptop when suddenly a ransomware attack occurred. All my important files, including documents and photos, got encrypted. The message on my screen asked for a Bitcoin payment to unlock my data. I need help recovering my files as they are crucial for my work."
931,Cyber Terrorism,Cyber Terrorism,"Ek aadmi mujhe WhatsApp par message karke keh raha hai ki uske paas meri personal photos hain aur agar main paisa nahi doonga, toh wo unhe sabko dikha dega. Yeh bahut serious hai!"
1313,Online Gambling  Betting,Online Gambling  Betting,"Sir, main ek gambling site par gaya tha jahan mujhe paise jeetne ka mauka mila. Maine bahut paise invest kiye, lekin ab mujhe kuch nahi mil raha. Please help!"
352,Online and Social Media Related Crime,EMail Phishing,"I got a phishing email that looked like it was from Amazon. They wanted my login details to verify my account. I didn’t respond, but I’m scared my information might be at risk."
365,Online and Social Media Related Crime,EMail Phishing,"Mujhe ek email aayi thi jo Amazon se lag rahi thi, unhone mere login details maange. Maine kuch nahi diya, par mujhe lagta hai ki meri information khatre mein hai."
163,Ransomware,Ransomware,"Mujhe ek suspicious link par click karne se ransomware ka attack hua. Ab sab files lock ho gayi hain aur hackers mujhe ransom dene ke liye keh rahe hain. Main bahut worried hoon, please help."
489,Online and Social Media Related Crime,Impersonating Email,"Mujhe ek email aayi thi jisme kisi ne mere dost ka naam lekar mujhe paise bhejne ko bola. Maine unhe pehle se hi jaanata tha, toh maine unse confirm kiya aur pata chala ki ye sab fake tha."
1187,Hacking  Damage to computercomputer system etc,Email Hacking,"Sir, my Gmail was hacked, and I can't log in anymore. The hacker has taken control of my account and is sending spam emails to my contacts. Please help me retrieve my account."
986,Cyber Terrorism,Cyber Terrorism,I was contacted by a fake loan company that promised quick cash. Now they are harassing me for repayment and have threatened to contact my family. Please assist me in this matter.
446,Online and Social Media Related Crime,Impersonating Email,Mujhe ek email aayi thi jismein kisi ne mere naam se paise maange the. Maine jab apne boss se baat ki to unhone mujhe bataya ki unhone mujhe koi email nahi bheji. Kripya meri madad karein.
306,Online and Social Media Related Crime,EMail Phishing,I got a message on Facebook from someone claiming to be a model scout. They asked for my email and a fee for registration. I think it’s a scam.
1259,Online Financial Fraud,Business Email CompromiseEmail Takeover,"I was scammed by a fake online store. I ordered products and paid in advance, but they never delivered anything. Please help me take action against them."
658,Hacking  Damage to computercomputer system etc,Website DefacementHacking,My official website was cloned by someone. They created a fake site with my name and logo. I need help to take it down.
1,Report Unlawful Content,Against Interest of sovereignty or integrity of India,There is a post on Instagram by a user named Aisha Khan. She is spreading false information about our army and encouraging people to protest against the government. This is harmful to our nation's integrity. Kindly investigate this matter.
70,Report Unlawful Content,Against Interest of sovereignty or integrity of India,"Ek Facebook page hai ""India Breakers"" jo hamare sarkar ke khilaf propaganda phela raha hai. Yeh log desh ko khilaf bhadka rahe hain. Kripya iski jaanch karein."
47,Report Unlawful Content,Against Interest of sovereignty or integrity of India,I saw a TikTok video where a user named Priya Verma is mocking our national flag and encouraging others to do the same. This is disrespectful and harmful to our country's image. Please take action against such content.
1054,Online and Social Media Related Crime,Provocative Speech for unlawful acts,"I am getting repeated calls from a number that keeps using vulgar language and making threats. I have blocked them, but they keep calling from different numbers."
823,Online Cyber Trafficking,Online Trafficking,Ek aadmi mujhe keh raha hai ki wo mera dost hai aur mujhe paise bhejne ke liye keh raha hai. Usne mere personal details maange hain. Main isse bahut pareshan hoon.
1356,Online Gambling  Betting,Online Gambling  Betting,I was contacted by someone claiming to be from a betting company. They asked for my personal details to process my winnings. I think it's a scam!
1407,Child Pornography CPChild Sexual Abuse Material CSAM,,"Ek aadmi mujhe blackmail kar raha hai aur keh raha hai ki agar main usse paise nahi doongi toh wo meri private photos social media par daal dega. Yeh bahut serious hai, please help."
156,Ransomware,Ransomware,"I received a suspicious email and clicked on a link, which led to a ransomware infection. Now, all my files are encrypted, and the hackers are demanding payment for the decryption key. I need urgent help to recover my data."
89,Report Unlawful Content,Against Interest of sovereignty or integrity of India,There is a WhatsApp group that is sharing content promoting violence against the Indian government. This is a serious threat to our sovereignty. Please look into this.
383,Online and Social Media Related Crime,EMail Phishing,"Mujhe ek email aayi thi jo bank se lag rahi thi, unhone mere account details maange. Maine ignore kiya, par mujhe dar hai ki koi aur isme phas jaaye."
1118,Hacking  Damage to computercomputer system etc,Email Hacking,"Mujhe kisi ne call kiya aur bola ki mujhe loan chukana hai, jabki maine kabhi loan nahi liya. Mujhe lagta hai ki mera email id hack ho gaya hai. Main bahut pareshan hoon."
413,Online and Social Media Related Crime,Impersonating Email,Mujhe ek email aayi thi jismein kisi ne mere naam se paise maange the. Maine jab apne boss se baat ki to unhone mujhe bataya ki unhone mujhe koi email nahi bheji. Kripya meri madad karein.
697,Hacking  Damage to computercomputer system etc,Website DefacementHacking,Someone created a fake website using my business name. They are scamming people. I need help to take it down.
1178,Hacking  Damage to computercomputer system etc,Email Hacking,"Kisi ne meri email ID se fraud kiya hai. Mujhe kuch samajh nahi aa raha hai ki kya karun. Kripya meri madad karein, mujhe bahut pareshani ho rahi hai."
1488,Child Pornography CPChild Sexual Abuse Material CSAM,,"Maine ek link dekha jo explicit content share kar raha hai aur mujhe yeh report karna hai. Yeh bilkul unacceptable hai, please action lo."
410,Online and Social Media Related Crime,Impersonating Email,Mujhe ek email aayi thi jismein kisi ne mere naam se paise maange the. Maine jab apne boss se baat ki to unhone mujhe bataya ki unhone mujhe koi email nahi bheji. Kripya meri madad karein.
1276,Online Financial Fraud,Business Email CompromiseEmail Takeover,"Sir, mujhe ek loan ke liye apply kiya tha online. Unhone mujhe processing fee dene ko bola. Jab maine paise diye, tab unhone mujhe block kar diya. Kripya meri madad karein."
714,Online and Social Media Related Crime,Online Matrimonial Fraud,"Hello, I was approached by a girl on a matrimony app who said she needed money for her education. I transferred Rs 10,000, but now I suspect it was all a lie. Please investigate this fraud."
